StudentRef,final_cgpa,avg_gpa,last_gpa,total_semesters,final_major,proposed_major,math_score,english_score,composite_score,has_ajc_case,yeargroup,struggling,successful,major_changed,delayed_grad
Scbecf118614e2a2b,2.98,2.975,3.4,2,0,,90.0,85.0,87.5,0.0,2026,0,0,1,0
Scbef44a8ccd2d493,3.79,3.69,3.5,1,2,,,,,0.0,2016,0,1,1,0
Scbf35711af116063,2.43,2.233076923076923,2.5,2,5,,85.0,80.0,82.5,1.0,2023,0,0,1,0
Scc07cc16a868681c,2.74,2.8266666666666667,3.0,2,6,,,,,0.0,2021,0,0,1,0
Scc14e9d7530ab6f4,3.2,2.871111111111111,3.4,2,4,,,,,0.0,2020,0,1,1,0
Scc37afad130bfe0f,2.38,2.176923076923077,2.0,2,5,,,,,0.0,2020,0,0,1,0
Scc56eee4403ba02d,2.34,2.3311111111111114,2.3,2,2,,,,,0.0,2021,0,0,1,0
Scc8356873a218eb2,2.96,2.97875,3.13,1,5,,,,,0.0,2019,0,0,1,0
Sccb22539dbd09108,3.55,3.5549999999999997,3.45,2,0,,,,,0.0,2027,0,1,1,0
Scce8777d2f4bcb23,3.74,3.7350000000000003,3.72,2,2,,100.0,,100.0,0.0,2028,0,1,1,0
Sccf2e8edae60993e,3.01,3.064285714285714,2.83,2,0,,,,,0.0,2018,0,1,1,0
Scd0b88dcc7383ca0,2.9,3.004,3.25,2,2,,,,,0.0,2027,0,0,1,0
Scd3006f9a132e4b4,3.74,3.7722222222222226,4.0,2,0,,,,,0.0,2019,0,1,1,0
Scd44a3ec3547582e,3.2,3.25,3.25,1,0,,,,,0.0,2016,0,1,1,0
Scd556988d009279a,3.21,3.26,2.75,1,5,,,,,0.0,2018,0,1,1,0
Scd593f90a08c24fc,1.23,1.278,1.5,2,0,,85.0,85.0,85.0,0.0,2025,1,0,1,0
Scd612d5ea8e3cd85,3.35,3.3516666666666666,3.1,2,4,,100.0,85.0,92.77777777777777,0.0,2026,0,1,1,0
Scd647cf0b4eca36d,3.21,3.1533333333333333,3.5,2,0,,,,,1.0,2022,0,1,1,0
Scd6a0c8410c6c313,3.78,3.7525,4.0,1,0,,,,,0.0,2017,0,1,1,0
Scd6d3735372888b3,3.4,3.405,3.63,1,5,,,,,0.0,2022,0,1,1,0
Scd7d5772172eb549,3.51,2.7566666666666664,2.88,1,2,,,,,0.0,2018,0,1,1,0
Scda90728fe5ceeb0,3.16,3.1475,2.83,1,2,,90.0,100.0,95.0,0.0,2023,0,1,1,0
Scdb766eb7ad9f439,3.05,3.0555555555555554,3.0,2,2,,90.0,85.0,87.5,0.0,2023,0,1,1,0
Scdc493f2c24c8e9c,2.14,1.6985714285714286,1.5,1,2,,,,,0.0,2017,0,0,1,0
Scddcbae6369c42e7,3.51,3.4085714285714284,3.9,2,1,,85.0,90.0,86.66666666666667,0.0,2026,0,1,1,0
Scdf0fe6a11216eee,3.21,3.19,3.5,2,0,,60.0,90.0,75.0,0.0,2028,0,1,1,0
Sce0483d2f4881f93,2.41,2.425,2.22,2,0,,85.0,90.0,87.5,0.0,2028,0,0,1,0
Sce1b8b841b23617b,3.2,2.865,3.1,1,5,,,,,0.0,2016,0,1,1,0
Sce1ed721f9fb743e,3.36,3.37125,3.38,1,6,,,,,0.0,2023,0,1,1,0
Sce2aeced6a4b7195,2.8,2.7422222222222223,3.38,2,5,,90.0,90.0,87.77777777777777,0.0,2025,0,0,1,0
Sce3598de60f0d55a,2.56,2.382727272727273,3.2,2,0,,80.0,85.0,82.5,0.0,2023,0,0,1,0
Sce3d3159b56f072f,1.87,1.4525000000000001,1.75,1,2,,,,,0.0,2024,1,0,1,0
Sce41efbe0adea018,3.72,3.7560000000000002,3.5,2,2,,,,,0.0,2020,0,1,1,0
Sce42373c2d88a87c,2.44,2.4450000000000003,2.39,2,3,,90.0,85.0,87.5,0.0,2028,0,0,1,0
Sce50887663bc61a7,2.71,2.71,2.67,2,2,,90.0,85.0,86.66666666666667,0.0,2028,0,0,1,0
Sce8b337ef92fbbc2,3.76,3.7525,3.75,1,0,,,,,0.0,2017,0,1,1,0
Sce99545c4ccc9258,3.24,3.2355555555555555,3.88,2,0,,,,,0.0,2020,0,1,1,0
Scea3aa7992e5485a,2.76,2.7533333333333334,2.5,2,2,,,,,0.0,2026,0,0,1,0
Sceafdbe05a665563,2.58,2.398,3.13,2,0,,,,,0.0,2024,0,0,1,0
Scebd2a9905922266,3.15,3.143,3.25,2,0,,,,,0.0,2022,0,1,1,0
Sceccb0efab329249,3.16,3.1725,3.5,2,0,,80.0,80.0,76.66666666666667,0.0,2024,0,1,1,0
Sced2405d341a68d0,2.88,2.792222222222222,3.2,2,5,,,,,0.0,2021,0,0,1,0
Sced40e5253c34545,3.66,3.658,3.44,2,2,,,,,0.0,2026,0,1,1,0
Scee95d2d22c86811,3.29,3.3144444444444443,3.63,2,0,,100.0,80.0,90.0,0.0,2025,0,1,1,0
Scef30277754a2117,3.32,3.3433333333333333,3.5,2,6,,,,,0.0,2020,0,1,1,0
Scef86451344cdab0,2.82,2.330769230769231,3.5,2,0,,,,,0.0,2022,0,0,1,0
Scf2761e0bce67769,3.01,3.0237499999999997,2.88,1,0,,,,,0.0,2021,0,1,1,0
Scf3855b850a644a3,3.35,3.3449999999999998,3.44,2,0,,90.0,90.0,90.0,0.0,2028,0,1,1,0
Scf4e318c3a16b0d7,3.78,3.7824999999999998,3.75,1,2,,,,,0.0,2022,0,1,1,0
Scf58086962a912b0,3.97,3.969,4.0,2,4,,,,,0.0,2020,0,1,1,0
Scf7017a2f1a50882,2.92,2.92,2.94,2,2,,,,,0.0,2028,0,0,1,0
Scf70c6d37cde9313,1.8,1.6955555555555555,1.25,2,0,,,,,0.0,2022,1,0,1,0
Scf919c0f2aa75584,1.94,1.5130000000000001,0.0,2,1,,80.0,80.0,73.33333333333333,0.0,2024,1,0,1,0
Scfa146700721156d,2.66,2.68,2.36,2,2,,,,,0.0,2027,0,0,1,0
Scfc537d828d468b3,3.77,3.69,3.88,1,5,,,,,0.0,2016,0,1,1,0
Scfca952de166011e,3.94,3.94125,4.0,1,0,,100.0,100.0,100.0,0.0,2023,0,1,1,0
Scfd5ddf476d5666f,2.9,2.778888888888889,3.2,2,2,,,,,0.0,2022,0,0,1,0
Scfde626ba7ccfa63,2.62,2.5949999999999998,3.06,2,0,,,,,0.0,2028,0,0,1,0
Scff74edce1a58576,3.12,3.151818181818182,3.5,2,0,,,,,0.0,2021,0,1,1,0
Scfffad6a92ac4193,2.96,2.95,3.44,2,2,,90.0,100.0,92.22222222222223,0.0,2027,0,0,1,0
Sd00f673522e3b79f,3.19,2.944,3.63,2,0,,65.0,85.0,75.0,1.0,2024,0,1,1,0
Sd0126b314d9d51d9,2.46,2.2357142857142853,3.5,1,0,,,,,0.0,2018,0,0,1,0
Sd02d94b77424ea10,2.42,2.31,2.7,2,0,,70.0,70.0,70.0,0.0,2026,0,0,1,0
Sd0538fe59e87a285,2.99,3.0033333333333334,3.13,2,5,,70.0,,70.0,0.0,2026,0,0,1,0
Sd05b192c6272f137,3.43,3.44125,3.33,1,2,,,,,0.0,2022,0,1,1,0
Sd06be93c2ec78477,2.62,2.491,2.13,2,5,,,,,0.0,2021,0,0,1,0
Sd080c5131caac0d4,2.53,2.4524999999999997,2.3,1,0,,,,,0.0,2017,0,0,1,0
Sd0902ab4e329e53f,3.62,3.62625,3.75,2,0,,85.0,75.0,80.0,0.0,2024,0,1,1,0
Sd092fb61c9cd377f,2.7,2.744,3.0,2,2,,100.0,100.0,95.0,0.0,2027,0,0,1,0
Sd09f415dcf8cc376,3.31,3.321111111111111,3.33,2,0,,85.0,90.0,87.5,0.0,2025,0,1,1,0
Sd0a69b495d89ab5c,3.82,3.8344444444444443,3.75,2,0,,,,,0.0,2020,0,1,1,0
Sd0ca2ca69422e71e,3.36,3.3525,3.78,2,5,,85.0,100.0,92.5,0.0,2027,0,1,1,0
Sd0d029b3d164d442,1.94,1.57,0.0,1,4,,,,,0.0,2023,1,0,1,0
Sd0ec19b0119ea24c,2.76,2.7920000000000003,3.0,2,0,,,,,0.0,2027,0,0,1,0
Sd111cfe5dc1202a3,2.93,2.9225,2.0,2,0,,,,,0.0,2027,0,0,1,0
Sd11634ee5d8d246b,3.59,3.6659999999999995,4.0,2,2,,,,,0.0,2021,0,1,1,0
Sd11c72b3cae33554,2.4,2.308333333333333,3.0,2,2,,,,,0.0,2026,0,0,1,0
Sd12571ac3ceb0a49,1.93,1.3066666666666666,1.38,1,0,,100.0,85.0,92.5,1.0,2024,1,0,1,0
Sd140f929af283009,3.22,3.2225,3.14,2,0,,100.0,85.0,92.5,0.0,2027,0,1,1,0
Sd145b4ccc47965d9,3.23,3.255,3.38,1,0,,,,,0.0,2016,0,1,1,0
Sd16eaed728d39955,2.78,2.773,2.83,2,0,,70.0,80.0,75.0,0.0,2023,0,0,1,0
Sd17333e2296b72ac,2.77,2.712,2.5,2,0,,,,,0.0,2027,0,0,1,0
Sd1b7d7cc7db78356,3.44,3.5825,3.83,1,0,,,,,0.0,2017,0,1,1,0
Sd1be3515f0e24b02,3.76,3.7425,3.89,2,2,,85.0,100.0,92.5,0.0,2027,0,1,1,0
Sd1d8d66fe6387d3a,1.77,1.7700000000000002,1.75,2,0,,80.0,85.0,82.5,0.0,2026,1,0,1,0
Sd1dab7325b289488,2.76,2.7733333333333334,2.5,2,5,,,,,0.0,2023,0,0,1,0
Sd1e84659af35bb32,2.4,1.964,3.0,2,0,,,,,0.0,2027,0,0,1,0
Sd1eb18afd2fa582d,3.03,3.04,2.83,2,2,,100.0,100.0,96.66666666666667,0.0,2028,0,1,1,0
Sd1eb471d580cd876,2.32,2.143,2.25,2,0,,,,,1.0,2025,0,0,1,0
Sd1ec0bcc63938342,2.07,2.1377777777777776,0.22,2,5,,,,,0.0,2021,0,0,1,0
Sd1f04250133dfa66,3.78,3.77375,3.5,1,4,,100.0,100.0,100.0,0.0,2023,0,1,1,0
Sd1f0ad73adc2d0ef,2.4,2.3477777777777775,2.5,2,2,,100.0,100.0,93.8888888888889,0.0,2025,0,0,1,0
Sd1f685ee220049a9,3.18,2.6957142857142857,3.67,2,0,,,,,0.0,2018,0,1,1,0
Sd201ed28349b2ccd,2.28,2.1755555555555555,2.8,2,0,,90.0,85.0,87.5,0.0,2025,0,0,1,0
Sd252800b7c8192a1,3.29,3.2266666666666666,3.5,2,0,,,,,1.0,2022,0,1,1,0
Sd25589533a0fe8f1,3.78,3.7988888888888885,3.88,2,1,,,,,0.0,2021,0,1,1,0
Sd25dad7493d1af81,2.44,2.46,2.17,2,2,,100.0,85.0,90.0,0.0,2028,0,0,1,0
Sd26798e63eefd709,2.74,2.7525,3.0,1,2,,85.0,85.0,81.66666666666667,0.0,2023,0,0,1,0
Sd26c12822a4b5fbd,3.05,3.07625,3.63,2,4,,100.0,85.0,90.0,0.0,2025,0,1,1,0
Sd27f3f30119eaab6,4.0,4.0,4.0,2,10,,,,,0.0,2024,0,1,1,0
Sd2b73503c001ca1d,3.84,3.8499999999999996,3.67,2,1,,,,,0.0,2020,0,1,1,0
Sd2e064e9f20a311a,1.59,1.21875,0.0,2,0,,100.0,85.0,92.5,0.0,2023,1,0,1,0
Sd2f1b9625022f13b,2.93,2.92,3.0,2,0,,90.0,100.0,95.0,0.0,2024,0,0,1,0
Sd307c8cf42a81da5,2.95,2.9044444444444446,3.38,2,0,,85.0,80.0,83.33333333333333,0.0,2025,0,0,1,0
Sd324cfeb217c088b,2.95,2.9583333333333335,2.88,2,5,,70.0,90.0,80.0,0.0,2026,0,0,1,0
Sd3306e6ae4d604b0,2.65,2.0914285714285716,3.2,2,0,,,,,0.0,2022,0,0,1,0
Sd332495271236a21,1.8,1.6780000000000002,1.36,2,9,,,,,0.0,2027,1,0,1,0
Sd332920badac1bd9,2.68,2.4899999999999998,1.5,2,0,,,,,0.0,2027,0,0,1,0
Sd33eadf9194a1c7e,3.27,3.5575,3.25,1,0,,,,,0.0,2017,0,1,1,0
Sd345338c554cf374,2.72,2.785,2.22,2,2,,85.0,100.0,90.55555555555556,0.0,2027,0,0,1,0
Sd34ff4f0d591f64b,2.93,2.9766666666666666,3.0,2,4,,,,,0.0,2021,0,0,1,0
Sd35519ba90d3a6d5,3.15,3.135,3.39,2,3,,70.0,90.0,80.0,0.0,2028,0,1,1,0
Sd364fa5c2782f268,2.6,2.182857142857143,3.5,2,0,,70.0,80.0,70.0,1.0,2026,0,0,1,0
Sd366d9f072087828,3.81,3.9699999999999998,4.0,1,0,,,,,0.0,2017,0,1,1,0
Sd37038c441b4fc4f,3.19,3.19125,2.88,1,5,,,,,0.0,2022,0,1,1,0
Sd3775220e9e59c52,2.35,2.3600000000000003,2.22,2,2,,75.0,90.0,82.5,0.0,2028,0,0,1,0
Sd3865eaedda0a66a,3.52,3.085,3.88,2,0,,100.0,,100.0,0.0,2024,0,1,1,0
Sd3c8e301facd1b29,3.47,3.585,3.67,1,0,,,,,0.0,2016,0,1,1,0
Sd3e3e4504365e0b2,3.34,2.84375,3.25,2,5,,,,,0.0,2024,0,1,1,0
Sd410451706ff066e,2.62,2.551111111111111,2.88,2,2,,85.0,85.0,83.33333333333333,0.0,2025,0,0,1,0
Sd41f3acde654a70a,3.57,3.585,3.33,2,0,,100.0,85.0,92.5,0.0,2025,0,1,1,0
Sd463e38551d19d72,3.21,3.21,3.17,2,6,,,,,0.0,2028,0,1,1,0
Sd46e6fefa0e8d1a6,3.14,3.0749999999999997,3.25,2,2,,100.0,90.0,91.1111111111111,0.0,2025,0,1,1,0
Sd47b82b61e4a03db,3.81,3.605,3.83,1,0,,,,,0.0,2016,0,1,1,0
Sd483e26015cf5261,3.27,3.29,2.75,2,1,,,,,0.0,2021,0,1,1,0
Sd488d3f60fbc3016,3.2,3.1975000000000002,3.25,2,4,,100.0,85.0,90.0,0.0,2025,0,1,1,0
Sd497e3f74eb9af0f,2.94,2.648,3.25,2,0,,,80.0,80.0,0.0,2024,0,0,1,0
Sd4a2946dc881dd50,3.28,3.0949999999999998,2.88,1,5,,,,,0.0,2017,0,1,1,0
Sd4b61d10974c4995,3.44,3.4633333333333334,3.5,2,0,,,,,0.0,2024,0,1,1,0
Sd4c3029c8c78c465,3.12,3.115,3.18,2,2,,,,,0.0,2027,0,1,1,0
Sd4c33b560dadf335,3.59,3.5949999999999998,3.56,2,2,,,,,0.0,2028,0,1,1,0
Sd4c81880d26c2870,3.1,3.11,3.33,2,2,,100.0,85.0,92.5,0.0,2026,0,1,1,0
Sd4d1d56198fa139c,3.45,3.4599999999999995,2.9,2,4,,100.0,85.0,93.8888888888889,0.0,2026,0,1,1,0
Sd4ea7829b3962e88,1.17,1.17,1.17,0,6,,,,,0.0,2023,1,0,1,0
Sd4ee1df6337f918d,3.1,3.03375,3.44,1,5,,,,,0.0,2022,0,1,1,0
Sd4f3c77a2f875c2b,2.63,2.625,2.89,2,2,,,,,0.0,2027,0,0,1,0
Sd5075919e7d723f5,3.59,3.60125,3.63,1,6,,,,,0.0,2022,0,1,1,0
Sd50fbba1b959f8a1,3.31,3.19,3.13,1,0,,,,,0.0,2016,0,1,1,0
Sd52ccf5db2976ec3,3.23,3.215,3.0,1,4,,85.0,80.0,85.0,0.0,2023,0,1,1,0
Sd5667b139da6410c,3.01,3.0481818181818183,3.25,2,5,,,,,0.0,2021,0,1,1,0
Sd56f1918d28e5707,3.85,3.865,4.0,2,2,,100.0,100.0,98.8888888888889,0.0,2024,0,1,1,0
Sd577b8dbdfeb9aec,2.96,2.9875,3.5,1,5,,,,,0.0,2020,0,0,1,0
Sd5b0ed2d5fa15de7,3.49,3.481111111111111,3.25,2,2,,,,,0.0,2020,0,1,1,0
Sd5d699ca74508270,2.74,2.75,2.5,2,2,,90.0,85.0,87.77777777777777,0.0,2028,0,0,1,0
Sd5d95d9a5a42cc4f,3.76,3.77,3.78,2,2,,,,,0.0,2027,0,1,1,0
Sd5ee925a46db14ab,2.58,2.6672727272727275,3.0,2,5,,90.0,85.0,82.5,1.0,2023,0,0,1,0
Sd6030993259d0b22,2.42,2.3583333333333334,2.9,2,0,,85.0,85.0,85.0,0.0,2026,0,0,1,0
Sd63557a3b6cc6136,3.67,3.65375,3.5,2,0,,100.0,85.0,92.5,0.0,2025,0,1,1,0
Sd648b0f7b2691808,3.85,3.8449999999999998,3.94,2,2,,100.0,90.0,95.55555555555556,0.0,2028,0,1,1,0
Sd64f7edc63c04e7f,3.96,3.9322222222222223,3.5,2,6,,,,,0.0,2021,0,1,1,0
Sd66059f8f722be0a,3.55,3.59875,3.6,2,5,,,85.0,86.66666666666666,0.0,2025,0,1,1,0
Sd663c7405bd95e23,3.29,3.29,3.33,2,0,,,,,0.0,2028,0,1,1,0
Sd66f32959ed5d91a,3.71,3.705,3.78,2,5,,90.0,100.0,95.0,0.0,2028,0,1,1,0
Sd6a3d3e22a15120b,3.12,3.1222222222222222,3.38,2,0,,,,,0.0,2019,0,1,1,0
Sd6c5a051506871f9,1.67,1.73,1.22,2,2,,70.0,80.0,71.66666666666667,0.0,2023,1,0,1,0
Sd6c8046e26585117,3.07,3.1950000000000003,3.25,1,0,,,,,0.0,2018,0,1,1,0
Sd6ce42d5c5c85794,2.3,3.5,3.5,0,0,,,,,1.0,2017,0,0,1,0
Sd6cf48e63b17e7b6,2.99,2.911,3.0,2,5,,,,,0.0,2024,0,0,1,0
Sd6e5dd27c998a2ec,3.64,3.7824999999999998,3.75,1,0,,,,,0.0,2017,0,1,1,0
Sd6e80bda5f1fa57b,3.62,3.689,3.75,2,0,,,,,0.0,2021,0,1,1,0
Sd6f1f093037ac29a,2.85,2.8875,3.3,1,4,,,,,0.0,2023,0,0,1,0
Sd70426e8b3d1ebaa,2.32,1.978181818181818,2.0,2,0,,,,,0.0,2024,0,0,1,0
Sd7071d55662bc441,2.52,2.5766666666666667,3.0,2,1,,100.0,90.0,91.1111111111111,0.0,2025,0,0,1,0
Sd70bc595c9e54b79,3.88,3.885,3.89,2,2,,,,,0.0,2028,0,1,1,0
Sd719cd68b042b57f,3.8,3.585,3.17,1,0,,,,,0.0,2016,0,1,1,0
Sd728454c7c36de67,3.49,3.475,3.6,2,0,,,,,0.0,2026,0,1,1,0
Sd7365d5fc15a5a92,2.54,2.387777777777778,2.63,2,2,,,,,0.0,2025,0,0,1,0
Sd746885c5e5407b6,2.5,2.2222222222222223,2.88,2,0,,70.0,80.0,75.0,0.0,2025,0,0,1,0
Sd75de74a70db4d4a,2.77,2.755,2.38,1,4,,,,,0.0,2022,0,0,1,0
Sd7666d3249ff71ce,0.0,0.0,0.0,1,2,,,,,0.0,2027,1,0,1,0
Sd77c3bc69fce4631,3.53,3.54,3.75,2,1,,100.0,100.0,98.8888888888889,0.0,2025,0,1,1,0
Sd77cf5152a5ceddc,3.38,2.9625,3.75,1,0,,,,,0.0,2020,0,1,1,0
Sd7989e8806efbaab,3.38,3.37875,3.5,1,5,,,,,0.0,2019,0,1,1,0
Sd7a9180041ed3703,3.21,3.19,3.5,2,0,,70.0,80.0,73.33333333333333,0.0,2028,0,1,1,0
Sd7b1d3a033670c95,2.39,2.462,2.5,2,5,,,,,0.0,2021,0,0,1,0
Sd7bcc80621dd9a52,2.91,2.91875,2.75,2,4,,85.0,90.0,87.77777777777777,0.0,2024,0,0,1,0
Sd7bd7b2fa77d28ef,3.78,3.765,3.75,1,0,,,,,0.0,2020,0,1,1,0
Sd7d59f3fc5d8d5f8,3.06,3.0683333333333334,3.63,2,5,,85.0,100.0,92.5,0.0,2026,0,1,1,0
Sd7d7e520b42c9e23,3.57,3.5955555555555554,3.33,2,5,,,,100.0,0.0,2024,0,1,1,0
Sd81e9cbc3c5c48f1,2.76,2.7800000000000002,2.56,2,2,,100.0,85.0,95.0,0.0,2028,0,0,1,0
Sd837bca5dd003d77,2.78,2.754,3.33,2,0,,,,,0.0,2020,0,0,1,0
Sd83ec7c188769ccd,2.33,1.315,0.0,1,2,,,,,0.0,2021,0,0,1,0
Sd85a821693d924f7,2.97,2.9788888888888887,3.38,2,6,,85.0,,92.5,0.0,2025,0,0,1,0
Sd85e613a1d282ab6,3.45,3.441111111111111,3.0,2,2,,,,,0.0,2019,0,1,1,0
Sd8609988972b7669,3.75,3.7466666666666666,3.5,2,0,,100.0,100.0,100.0,0.0,2023,0,1,1,0
Sd8639ba92028f24b,3.34,3.4019999999999997,3.75,2,4,,,,,0.0,2021,0,1,1,0
Sd88342e76a5a4cf2,3.72,2.8325,4.0,1,0,,,,,0.0,2017,0,1,1,0
Sd89deb02cc7bd3d0,3.12,2.757,3.1,2,0,,75.0,80.0,77.5,1.0,2024,0,1,1,0
Sd8a17cbe00d986e5,2.85,2.83875,3.1,1,0,,,,,1.0,2021,0,0,1,0
Sd8b3608ad6a6ccad,3.24,3.2375,3.17,2,2,,100.0,90.0,95.0,0.0,2027,0,1,1,0
Sd8c67925a21a5d72,3.95,3.975,4.0,1,0,,,,,0.0,2017,0,1,1,0
Sd8ea216dbbd16057,2.59,2.5644444444444443,3.4,2,6,,,,,0.0,2023,0,0,1,0
Sd8eda6e067c1540c,2.68,2.659090909090909,3.5,2,0,,,,,0.0,2020,0,0,1,0
Sd8f36b04a6771705,3.53,3.7024999999999997,3.63,1,0,,,,,0.0,2017,0,1,1,0
Sd8f66af1a17e569b,2.42,2.565,3.0,2,0,,70.0,,85.0,0.0,2028,0,0,1,0
Sd9033d4673fa662f,3.94,3.9425,4.0,2,7,,100.0,100.0,100.0,0.0,2025,0,1,1,0
Sd905463fd7324d7c,3.62,3.62375,3.67,1,5,,,,,0.0,2019,0,1,1,0
Sd9211215ab0734fd,2.9,2.893333333333333,3.6,2,0,,80.0,85.0,82.5,0.0,2026,0,0,1,0
Sd921d3520c2061aa,2.46,2.125,2.25,1,2,,,,,0.0,2015,0,0,1,0
Sd940a9d2d0b468b3,3.28,3.2744444444444443,3.0,2,0,,,,,0.0,2021,0,1,1,0
Sd9424e947c128e34,3.75,3.75125,3.83,2,2,,100.0,90.0,95.55555555555556,0.0,2024,0,1,1,0
Sd9462a452713db0c,3.12,2.525,3.17,2,2,,100.0,100.0,97.22222222222223,0.0,2028,0,1,1,0
Sd95a7ea61aa5e281,2.15,1.9827272727272727,1.5,2,0,,,,,0.0,2020,0,0,1,0
Sd95b763d573fba95,2.73,2.7225,2.78,2,2,,,,,0.0,2027,0,0,1,0
Sd965c2091209fbec,2.61,2.605,2.9,2,0,,90.0,85.0,87.5,0.0,2026,0,0,1,0
Sd967a63e1b9d0db1,3.51,3.5622222222222226,4.0,2,0,,,,,0.0,2020,0,1,1,0
Sd983ed760935a9d0,3.54,3.5525,3.67,1,5,,90.0,85.0,90.55555555555556,0.0,2023,0,1,1,0
Sd9a6e9a188ff54bb,2.93,2.705,2.78,2,4,,100.0,100.0,97.22222222222223,0.0,2028,0,0,1,0
Sd9b48dcabdadf63f,3.19,3.128,3.5,2,0,,,,,0.0,2020,0,1,1,0
Sd9c117b81b466120,3.05,3.0625,3.38,1,4,,,,,0.0,2022,0,1,1,0
Sd9c42f90a262d8a5,2.65,1.5,3.5,1,0,,,,,0.0,2014,0,0,1,0
Sd9f877a88dc14142,2.97,3.008,3.38,2,4,,,,,0.0,2021,0,0,1,0
Sda0361a772e6dbb2,3.2,3.19,3.13,1,5,,,,,0.0,2016,0,1,1,0
Sda05cecf1f55a83d,3.34,3.388333333333333,3.17,1,0,,,,,0.0,2018,0,1,1,0
Sda0a2d45e429b655,2.66,2.543,3.13,2,2,,65.0,85.0,77.5,0.0,2023,0,0,1,0
Sda2ace038b947a9c,3.59,3.5944444444444446,3.5,2,1,,,,,0.0,2021,0,1,1,0
Sda3a09fc47ba323e,3.49,3.47625,3.5,2,5,,100.0,85.0,95.0,0.0,2025,0,1,1,0
Sda3c542c16b2ee77,3.67,3.69,4.0,2,2,,100.0,100.0,100.0,0.0,2024,0,1,1,0
Sda68f72b8b733e8d,3.26,3.255,3.56,2,2,,,,,0.0,2027,0,1,1,0
Sda6bd9f8c000c84c,2.54,2.498,2.75,2,5,,,,,0.0,2020,0,0,1,0
Sda71cc2bad7fab05,3.34,3.34,3.63,2,4,,100.0,85.0,92.22222222222223,0.0,2024,0,1,1,0
Sda8fd92c97c0ef57,3.59,3.605,3.33,2,2,,100.0,85.0,93.33333333333333,0.0,2028,0,1,1,0
Sdaaaad43f5768c44,3.53,3.443,3.5,2,0,,100.0,85.0,92.5,1.0,2024,0,1,1,0
Sdaad983338b81538,1.97,1.73,1.72,2,0,,,,,0.0,2027,1,0,1,0
Sdac04400fb7e3ba2,2.85,2.769,2.88,2,0,,,,,0.0,2024,0,0,1,0
Sdac7e5593c52e795,3.21,3.2199999999999998,3.13,1,4,,,,,0.0,2022,0,1,1,0
Sdad0b6891fdb09df,2.65,2.6550000000000002,2.56,2,5,,70.0,,70.0,0.0,2028,0,0,1,0
Sdad95da579cf2fc5,3.23,3.41,3.63,1,0,,,,,0.0,2017,0,1,1,0
Sdad9bcdb966e72b7,2.0,1.8925,2.0,2,2,,,,,0.0,2025,0,0,1,0
Sdae5f07c9c28b528,3.03,3.0,3.0,1,0,,,,,0.0,2016,0,1,1,0
Sdb0df19d3411d50a,3.22,3.2225,3.25,2,6,,100.0,,100.0,0.0,2025,0,1,1,0
Sdb1bdd5d37748a54,3.05,3.061,3.17,2,6,,,,,0.0,2021,0,1,1,0
Sdb1fa7f80deca970,2.37,2.141111111111111,3.0,2,5,,85.0,100.0,92.5,0.0,2025,0,0,1,0
Sdb3d0f2639abf5d6,2.27,1.7483333333333333,0.0,2,0,,100.0,85.0,92.5,1.0,2025,0,0,1,0
Sdb3d1b6655ae223a,0.5,0.5,0.5,0,0,,,,,0.0,2021,1,0,1,0
Sdb41527c958624fd,3.13,3.123333333333333,3.3,2,6,,85.0,,85.0,0.0,2026,0,1,1,0
Sdb59bc686b41fe63,2.39,2.195555555555556,2.0,2,4,,,,100.0,0.0,2024,0,0,1,0
Sdb5d91dd7cde523f,3.49,3.526666666666667,3.88,1,0,,,,,0.0,2018,0,1,1,0
Sdb6e4d1211e851f3,3.24,3.245,3.11,2,2,,85.0,,85.0,0.0,2028,0,1,1,0
Sdb8030800eaba7e5,3.08,2.9922222222222223,3.0,2,2,,100.0,100.0,98.8888888888889,0.0,2025,0,1,1,0
Sdb87a49485247c6c,3.79,3.79,3.67,2,0,,,,,0.0,2027,0,1,1,0
Sdbabe21680e1172b,3.09,3.0811111111111114,3.0,2,0,,90.0,85.0,87.5,0.0,2023,0,1,1,0
Sdbbba119dcc33749,2.15,2.1100000000000003,2.72,2,0,,75.0,90.0,82.5,0.0,2028,0,0,1,0
Sdbbebaa091a41d1d,2.85,2.245,3.11,2,5,,,,,0.0,2028,0,0,1,0
Sdbd6adf155f1be48,3.11,3.1199999999999997,3.25,2,5,,100.0,85.0,92.5,0.0,2026,0,1,1,0
Sdbd85a6d1c5aee00,2.47,2.4850000000000003,2.22,2,6,,100.0,90.0,95.0,0.0,2028,0,0,1,0
Sdbfae840f8a4adc2,3.2,3.348333333333333,3.75,1,2,,,,,0.0,2018,0,1,1,0
Sdc11a997fb46be1e,2.66,2.763,3.83,2,4,,100.0,85.0,89.44444444444444,0.0,2023,0,0,1,0
Sdc1b0b3507aedbfa,3.24,3.2350000000000003,3.22,2,6,,100.0,100.0,100.0,0.0,2028,0,1,1,0
Sdc321061c63da0ef,3.6,3.5975,3.88,1,2,,,,,0.0,2020,0,1,1,0
Sdc3fb7c6f0d023c8,2.95,2.8489999999999998,3.17,2,0,,70.0,85.0,77.5,0.0,2023,0,0,1,0
Sdc5f7c0a570c327c,3.55,3.55125,3.63,2,2,,,,77.5,0.0,2024,0,1,1,0
